BELNR,BUKRS,GJAHR,BLDAT,BUDAT,BLART,WAERS,BKTXT,XBLNR,USNAM,CPUDT,TCODE,MONAT,NUMPG
0000788488,N3IT,2024,12/18/24,12/18/24,RE,EUR,N3N3 Vendor Invoice 2024-12-18,REF00788488,SDPOST,12/18/24,VF01,12,4
0000788511,N3IT,2024,12/22/24,12/22/24,RE,EUR,N3N3 Vendor Invoice 2024-12-22,REF00788511,BATCH,12/22/24,FB50,12,2
0000788519,N3SN,2024,12/13/24,12/13/24,RV,XOF,N3N3 Revenue Invoice 2024-12-13,REF00788519,SDPOST,12/13/24,FB01,12,4
0000788559,N3IT,2024,12/17/24,12/17/24,RV,EUR,N3N3 Revenue Invoice 2024-12-17,REF00788559,SAPUSER,12/17/24,F-02,12,4
0000788571,N3IT,2024,12/12/24,12/12/24,RE,EUR,N3N3 Vendor Invoice 2024-12-12,REF00788571,FIPOST,12/12/24,F-02,12,2
0000788623,N3IT,2024,12/12/24,12/12/24,RE,EUR,N3N3 Vendor Invoice 2024-12-12,REF00788623,FIPOST,12/12/24,MIRO,12,2
0000788690,N3IT,2024,12/3/24,12/3/24,SA,EUR,N3N3 GL Posting 2024-12-03,REF00788690,FIPOST,12/3/24,VF01,12,2
0000788691,N3IT,2024,12/25/24,12/25/24,SA,EUR,N3N3 GL Posting 2024-12-25,REF00788691,SAPUSER,12/25/24,VF01,12,4
0000788766,N3IT,2024,12/17/24,12/17/24,RE,EUR,N3N3 Vendor Invoice 2024-12-17,REF00788766,SAPUSER,12/17/24,VF01,12,2
0000788771,N3SN,2024,12/6/24,12/6/24,RV,XOF,N3N3 Revenue Invoice 2024-12-06,REF00788771,BATCH,12/6/24,MIRO,12,4
0000788798,N3IT,2024,12/12/24,12/12/24,RV,EUR,N3N3 Revenue Invoice 2024-12-12,REF00788798,SAPUSER,12/12/24,MIRO,12,4
0000788971,N3IT,2024,12/23/24,12/23/24,RV,EUR,N3N3 Revenue Invoice 2024-12-23,REF00788971,MMPOST,12/23/24,MIRO,12,6
0000788991,N3IT,2024,12/27/24,12/27/24,RV,EUR,N3N3 Revenue Invoice 2024-12-27,REF00788991,SDPOST,12/27/24,VF01,12,4
0000789005,N3IT,2024,12/23/24,12/23/24,SA,EUR,N3N3 GL Posting 2024-12-23,REF00789005,SAPUSER,12/23/24,VF01,12,7
0000789017,N3IT,2024,12/5/24,12/5/24,RV,EUR,N3N3 Revenue Invoice 2024-12-05,REF00789017,MMPOST,12/5/24,MIRO,12,4
0000789073,N3IT,2024,12/31/24,12/31/24,RE,EUR,N3N3 Vendor Invoice 2024-12-31,REF00789073,FIPOST,12/31/24,F-02,12,2
0000789098,N3IT,2024,12/15/24,12/15/24,RV,EUR,N3N3 Revenue Invoice 2024-12-15,REF00789098,MMPOST,12/15/24,MIRO,12,4
0000789117,N3IT,2024,12/3/24,12/3/24,SA,EUR,N3N3 GL Posting 2024-12-03,REF00789117,SAPUSER,12/3/24,FB50,12,2
0000789124,N3IT,2024,12/25/24,12/25/24,RV,EUR,N3N3 Revenue Invoice 2024-12-25,REF00789124,MMPOST,12/25/24,F-02,12,4
0000789176,N3SN,2024,12/12/24,12/12/24,SA,XOF,N3N3 GL Posting 2024-12-12,REF00789176,FIPOST,12/12/24,FB01,12,7
0000789221,N3IT,2024,12/8/24,12/8/24,SA,EUR,N3N3 GL Posting 2024-12-08,REF00789221,SDPOST,12/8/24,MIRO,12,5
0000789233,N3SN,2024,12/1/24,12/1/24,RV,XOF,N3N3 Revenue Invoice 2024-12-01,REF00789233,FIPOST,12/1/24,F-02,12,4
0000789235,N3IT,2024,12/25/24,12/25/24,RE,EUR,N3N3 Vendor Invoice 2024-12-25,REF00789235,FIPOST,12/25/24,VF01,12,4
0000789243,N3IT,2024,12/8/24,12/8/24,RV,EUR,N3N3 Revenue Invoice 2024-12-08,REF00789243,SDPOST,12/8/24,FB50,12,4
0000789260,N3IT,2024,12/10/24,12/10/24,RV,EUR,N3N3 Revenue Invoice 2024-12-10,REF00789260,MMPOST,12/10/24,FB50,12,6
0000789270,N3SN,2024,12/19/24,12/19/24,RV,XOF,N3N3 Revenue Invoice 2024-12-19,REF00789270,SAPUSER,12/19/24,FB50,12,6
0000789281,N3IT,2024,12/19/24,12/19/24,SA,EUR,N3N3 GL Posting 2024-12-19,REF00789281,SAPUSER,12/19/24,MIRO,12,3
0000789282,N3IT,2024,12/22/24,12/22/24,SA,EUR,N3N3 GL Posting 2024-12-22,REF00789282,FIPOST,12/22/24,F-02,12,2
0000789381,N3IT,2024,12/9/24,12/9/24,RV,EUR,N3N3 Revenue Invoice 2024-12-09,REF00789381,MMPOST,12/9/24,FB01,12,4
0000789389,N3IT,2024,12/20/24,12/20/24,RV,EUR,N3N3 Revenue Invoice 2024-12-20,REF00789389,SAPUSER,12/20/24,VF01,12,6
0000789580,N3IT,2024,12/9/24,12/9/24,SA,EUR,N3N3 GL Posting 2024-12-09,REF00789580,BATCH,12/9/24,F-02,12,2
0000789592,N3IT,2024,12/30/24,12/30/24,SA,EUR,N3N3 GL Posting 2024-12-30,REF00789592,BATCH,12/30/24,FB50,12,2
0000789658,N3IT,2024,12/4/24,12/4/24,RE,EUR,N3N3 Vendor Invoice 2024-12-04,REF00789658,BATCH,12/4/24,F-02,12,4
0000789715,N3IT,2024,12/27/24,12/27/24,RE,EUR,N3N3 Vendor Invoice 2024-12-27,REF00789715,SDPOST,12/27/24,F-02,12,2
0000789721,N3IT,2024,12/22/24,12/22/24,RV,EUR,N3N3 Revenue Invoice 2024-12-22,REF00789721,SAPUSER,12/22/24,F-02,12,4
0000789745,N3IT,2024,12/13/24,12/13/24,RE,EUR,N3N3 Vendor Invoice 2024-12-13,REF00789745,SAPUSER,12/13/24,FB01,12,2
0000789748,N3IT,2024,12/22/24,12/22/24,RV,EUR,N3N3 Revenue Invoice 2024-12-22,REF00789748,MMPOST,12/22/24,VF01,12,4
0000789765,N3SN,2024,12/14/24,12/14/24,RV,XOF,N3N3 Revenue Invoice 2024-12-14,REF00789765,SAPUSER,12/14/24,F-02,12,6
0000789782,N3SN,2024,12/25/24,12/25/24,RE,XOF,N3N3 Vendor Invoice 2024-12-25,REF00789782,SAPUSER,12/25/24,VF01,12,2
0000789862,N3IT,2024,12/7/24,12/7/24,RV,EUR,N3N3 Revenue Invoice 2024-12-07,REF00789862,MMPOST,12/7/24,MIRO,12,4
0000789907,N3IT,2024,12/4/24,12/4/24,RV,EUR,N3N3 Revenue Invoice 2024-12-04,REF00789907,SAPUSER,12/4/24,FB01,12,4
0000789981,N3IT,2024,12/12/24,12/12/24,RE,EUR,N3N3 Vendor Invoice 2024-12-12,REF00789981,SAPUSER,12/12/24,VF01,12,2
0000790033,N3IT,2024,12/29/24,12/29/24,RE,EUR,N3N3 Vendor Invoice 2024-12-29,REF00790033,BATCH,12/29/24,F-02,12,4
0000790055,N3SN,2024,12/31/24,12/31/24,RV,XOF,N3N3 Revenue Invoice 2024-12-31,REF00790055,FIPOST,12/31/24,MIRO,12,4
0000790174,N3SN,2024,12/22/24,12/22/24,RE,XOF,N3N3 Vendor Invoice 2024-12-22,REF00790174,BATCH,12/22/24,F-02,12,2
0000790198,N3IT,2024,12/19/24,12/19/24,RE,EUR,N3N3 Vendor Invoice 2024-12-19,REF00790198,SDPOST,12/19/24,VF01,12,2
0000790202,N3IT,2024,12/11/24,12/11/24,RE,EUR,N3N3 Vendor Invoice 2024-12-11,REF00790202,SDPOST,12/11/24,FB50,12,4
0000790219,N3IT,2024,12/3/24,12/3/24,RV,EUR,N3N3 Revenue Invoice 2024-12-03,REF00790219,SAPUSER,12/3/24,FB50,12,4
0000790264,N3IT,2024,12/25/24,12/25/24,SA,EUR,N3N3 GL Posting 2024-12-25,REF00790264,FIPOST,12/25/24,MIRO,12,2
0000790281,N3IT,2024,12/7/24,12/7/24,RV,EUR,N3N3 Revenue Invoice 2024-12-07,REF00790281,MMPOST,12/7/24,FB01,12,4
0000790295,N3SN,2024,12/11/24,12/11/24,RV,XOF,N3N3 Revenue Invoice 2024-12-11,REF00790295,FIPOST,12/11/24,MIRO,12,4
0000790329,N3IT,2024,12/5/24,12/5/24,RV,EUR,N3N3 Revenue Invoice 2024-12-05,REF00790329,BATCH,12/5/24,FB50,12,6
0000790372,N3IT,2024,12/17/24,12/17/24,RE,EUR,N3N3 Vendor Invoice 2024-12-17,REF00790372,BATCH,12/17/24,VF01,12,4
0000790387,N3IT,2024,12/17/24,12/17/24,SA,EUR,N3N3 GL Posting 2024-12-17,REF00790387,SAPUSER,12/17/24,FB01,12,2
0000790412,N3IT,2024,12/8/24,12/8/24,RV,EUR,N3N3 Revenue Invoice 2024-12-08,REF00790412,BATCH,12/8/24,FB50,12,6
0000790517,N3IT,2024,12/10/24,12/10/24,SA,EUR,N3N3 GL Posting 2024-12-10,REF00790517,MMPOST,12/10/24,FB50,12,3
0000790592,N3IT,2024,12/21/24,12/21/24,SA,EUR,N3N3 GL Posting 2024-12-21,REF00790592,BATCH,12/21/24,MIRO,12,2
0000790608,N3IT,2024,12/12/24,12/12/24,RE,EUR,N3N3 Vendor Invoice 2024-12-12,REF00790608,SAPUSER,12/12/24,FB50,12,2
0000790611,N3IT,2024,12/29/24,12/29/24,SA,EUR,N3N3 GL Posting 2024-12-29,REF00790611,SDPOST,12/29/24,F-02,12,2
0000790657,N3IT,2024,12/30/24,12/30/24,RV,EUR,N3N3 Revenue Invoice 2024-12-30,REF00790657,MMPOST,12/30/24,FB50,12,4
0000790769,N3IT,2024,12/17/24,12/17/24,RV,EUR,N3N3 Revenue Invoice 2024-12-17,REF00790769,FIPOST,12/17/24,FB01,12,4
0000790790,N3IT,2024,12/30/24,12/30/24,RE,EUR,N3N3 Vendor Invoice 2024-12-30,REF00790790,BATCH,12/30/24,VF01,12,4
0000790822,N3IT,2024,12/11/24,12/11/24,RE,EUR,N3N3 Vendor Invoice 2024-12-11,REF00790822,SAPUSER,12/11/24,FB50,12,4
0000790850,N3IT,2024,12/5/24,12/5/24,SA,EUR,N3N3 GL Posting 2024-12-05,REF00790850,SDPOST,12/5/24,F-02,12,7
0000790901,N3IT,2024,12/17/24,12/17/24,RV,EUR,N3N3 Revenue Invoice 2024-12-17,REF00790901,SDPOST,12/17/24,F-02,12,4
0000790909,N3IT,2024,12/2/24,12/2/24,SA,EUR,N3N3 GL Posting 2024-12-02,REF00790909,MMPOST,12/2/24,FB50,12,2
0000790946,N3IT,2024,12/21/24,12/21/24,RE,EUR,N3N3 Vendor Invoice 2024-12-21,REF00790946,BATCH,12/21/24,F-02,12,4
0000791024,N3IT,2024,12/28/24,12/28/24,RE,EUR,N3N3 Vendor Invoice 2024-12-28,REF00791024,SDPOST,12/28/24,MIRO,12,2
0000791064,N3IT,2024,12/24/24,12/24/24,RV,EUR,N3N3 Revenue Invoice 2024-12-24,REF00791064,BATCH,12/24/24,FB50,12,6
0000791071,N3IT,2024,12/28/24,12/28/24,SA,EUR,N3N3 GL Posting 2024-12-28,REF00791071,MMPOST,12/28/24,MIRO,12,6
0000791113,N3IT,2024,12/25/24,12/25/24,RV,EUR,N3N3 Revenue Invoice 2024-12-25,REF00791113,MMPOST,12/25/24,VF01,12,4
0000791166,N3SN,2024,12/12/24,12/12/24,RV,XOF,N3N3 Revenue Invoice 2024-12-12,REF00791166,MMPOST,12/12/24,FB50,12,6
0000791174,N3IT,2024,12/9/24,12/9/24,RV,EUR,N3N3 Revenue Invoice 2024-12-09,REF00791174,SAPUSER,12/9/24,F-02,12,4
0000791242,N3IT,2024,12/4/24,12/4/24,RE,EUR,N3N3 Vendor Invoice 2024-12-04,REF00791242,BATCH,12/4/24,F-02,12,2
0000791253,N3IT,2024,12/12/24,12/12/24,RV,EUR,N3N3 Revenue Invoice 2024-12-12,REF00791253,SDPOST,12/12/24,FB50,12,4
0000791277,N3IT,2024,12/24/24,12/24/24,RV,EUR,N3N3 Revenue Invoice 2024-12-24,REF00791277,FIPOST,12/24/24,F-02,12,4
0000791412,N3IT,2024,12/15/24,12/15/24,RV,EUR,N3N3 Revenue Invoice 2024-12-15,REF00791412,BATCH,12/15/24,F-02,12,4
0000791526,N3IT,2024,12/13/24,12/13/24,RE,EUR,N3N3 Vendor Invoice 2024-12-13,REF00791526,MMPOST,12/13/24,FB50,12,4
0000791534,N3IT,2024,12/13/24,12/13/24,RE,EUR,N3N3 Vendor Invoice 2024-12-13,REF00791534,MMPOST,12/13/24,FB01,12,2
0000791652,N3IT,2024,12/19/24,12/19/24,RV,EUR,N3N3 Revenue Invoice 2024-12-19,REF00791652,FIPOST,12/19/24,F-02,12,4
0000791753,N3IT,2024,12/26/24,12/26/24,RV,EUR,N3N3 Revenue Invoice 2024-12-26,REF00791753,MMPOST,12/26/24,FB01,12,4
0000791818,N3IT,2024,12/13/24,12/13/24,RV,EUR,N3N3 Revenue Invoice 2024-12-13,REF00791818,FIPOST,12/13/24,F-02,12,6
0000791827,N3IT,2024,12/23/24,12/23/24,RV,EUR,N3N3 Revenue Invoice 2024-12-23,REF00791827,BATCH,12/23/24,MIRO,12,4
0000791939,N3SN,2024,12/6/24,12/6/24,RV,XOF,N3N3 Revenue Invoice 2024-12-06,REF00791939,SAPUSER,12/6/24,F-02,12,6
0000792020,N3IT,2025,1/22/25,1/22/25,RV,EUR,N3N3 Revenue Invoice 2025-01-22,REF00792020,SDPOST,1/22/25,FB50,1,6
0000792185,N3IT,2025,1/6/25,1/6/25,RV,EUR,N3N3 Revenue Invoice 2025-01-06,REF00792185,FIPOST,1/6/25,F-02,1,4
0000792213,N3IT,2025,1/4/25,1/4/25,SA,EUR,N3N3 GL Posting 2025-01-04,REF00792213,SAPUSER,1/4/25,F-02,1,6
0000792214,N3IT,2025,1/2/25,1/2/25,RV,EUR,N3N3 Revenue Invoice 2025-01-02,REF00792214,SDPOST,1/2/25,F-02,1,4
0000792273,N3IT,2025,1/2/25,1/2/25,SA,EUR,N3N3 GL Posting 2025-01-02,REF00792273,MMPOST,1/2/25,FB50,1,6
0000792308,N3SN,2025,1/30/25,1/30/25,RV,XOF,N3N3 Revenue Invoice 2025-01-30,REF00792308,SAPUSER,1/30/25,FB50,1,4
0000792373,N3IT,2025,1/25/25,1/25/25,RV,EUR,N3N3 Revenue Invoice 2025-01-25,REF00792373,SDPOST,1/25/25,FB01,1,4
0000792375,N3IT,2025,1/9/25,1/9/25,SA,EUR,N3N3 GL Posting 2025-01-09,REF00792375,BATCH,1/9/25,FB50,1,2
0000792416,N3SN,2025,1/11/25,1/11/25,SA,XOF,N3N3 GL Posting 2025-01-11,REF00792416,SDPOST,1/11/25,FB50,1,2
0000792503,N3IT,2025,1/12/25,1/12/25,RV,EUR,N3N3 Revenue Invoice 2025-01-12,REF00792503,MMPOST,1/12/25,MIRO,1,4
0000792596,N3IT,2025,1/16/25,1/16/25,RV,EUR,N3N3 Revenue Invoice 2025-01-16,REF00792596,FIPOST,1/16/25,FB01,1,6
0000792606,N3IT,2025,1/10/25,1/10/25,RV,EUR,N3N3 Revenue Invoice 2025-01-10,REF00792606,SAPUSER,1/10/25,F-02,1,4
0000792627,N3IT,2025,1/8/25,1/8/25,RV,EUR,N3N3 Revenue Invoice 2025-01-08,REF00792627,MMPOST,1/8/25,FB50,1,4
0000792663,N3IT,2025,1/12/25,1/12/25,RE,EUR,N3N3 Vendor Invoice 2025-01-12,REF00792663,MMPOST,1/12/25,FB50,1,2
0000792706,N3IT,2025,1/30/25,1/30/25,RV,EUR,N3N3 Revenue Invoice 2025-01-30,REF00792706,SAPUSER,1/30/25,F-02,1,6
0000792787,N3IT,2025,1/1/25,1/1/25,RE,EUR,N3N3 Vendor Invoice 2025-01-01,REF00792787,SAPUSER,1/1/25,MIRO,1,2
0000792867,N3SN,2025,1/29/25,1/29/25,SA,XOF,N3N3 GL Posting 2025-01-29,REF00792867,BATCH,1/29/25,MIRO,1,2
0000792878,N3IT,2025,1/19/25,1/19/25,SA,EUR,N3N3 GL Posting 2025-01-19,REF00792878,MMPOST,1/19/25,VF01,1,6
0000792881,N3IT,2025,1/7/25,1/7/25,RV,EUR,N3N3 Revenue Invoice 2025-01-07,REF00792881,FIPOST,1/7/25,FB50,1,4
0000792944,N3SN,2025,1/25/25,1/25/25,RV,XOF,N3N3 Revenue Invoice 2025-01-25,REF00792944,SDPOST,1/25/25,VF01,1,4
0000793039,N3IT,2025,1/21/25,1/21/25,RV,EUR,N3N3 Revenue Invoice 2025-01-21,REF00793039,BATCH,1/21/25,VF01,1,4
0000793045,N3IT,2025,1/13/25,1/13/25,RV,EUR,N3N3 Revenue Invoice 2025-01-13,REF00793045,FIPOST,1/13/25,MIRO,1,4
0000793079,N3SN,2025,1/17/25,1/17/25,RV,XOF,N3N3 Revenue Invoice 2025-01-17,REF00793079,BATCH,1/17/25,FB01,1,4
0000793159,N3IT,2025,1/4/25,1/4/25,RV,EUR,N3N3 Revenue Invoice 2025-01-04,REF00793159,SAPUSER,1/4/25,VF01,1,6
0000793164,N3SN,2025,1/23/25,1/23/25,RV,XOF,N3N3 Revenue Invoice 2025-01-23,REF00793164,MMPOST,1/23/25,F-02,1,4
0000793196,N3IT,2025,1/29/25,1/29/25,RV,EUR,N3N3 Revenue Invoice 2025-01-29,REF00793196,BATCH,1/29/25,MIRO,1,4
0000793248,N3IT,2025,1/21/25,1/21/25,RE,EUR,N3N3 Vendor Invoice 2025-01-21,REF00793248,MMPOST,1/21/25,VF01,1,2
0000793286,N3IT,2025,1/13/25,1/13/25,RV,EUR,N3N3 Revenue Invoice 2025-01-13,REF00793286,MMPOST,1/13/25,MIRO,1,4
0000793303,N3IT,2025,1/5/25,1/5/25,RE,EUR,N3N3 Vendor Invoice 2025-01-05,REF00793303,FIPOST,1/5/25,FB01,1,2
0000793326,N3IT,2025,1/9/25,1/9/25,RV,EUR,N3N3 Revenue Invoice 2025-01-09,REF00793326,SAPUSER,1/9/25,FB01,1,4
0000793334,N3IT,2025,1/26/25,1/26/25,RE,EUR,N3N3 Vendor Invoice 2025-01-26,REF00793334,SDPOST,1/26/25,FB50,1,4
0000793370,N3IT,2025,1/10/25,1/10/25,RV,EUR,N3N3 Revenue Invoice 2025-01-10,REF00793370,SAPUSER,1/10/25,MIRO,1,4
0000793379,N3IT,2025,1/14/25,1/14/25,RE,EUR,N3N3 Vendor Invoice 2025-01-14,REF00793379,MMPOST,1/14/25,MIRO,1,2
0000793389,N3IT,2025,1/7/25,1/7/25,RV,EUR,N3N3 Revenue Invoice 2025-01-07,REF00793389,MMPOST,1/7/25,MIRO,1,4
0000793397,N3IT,2025,1/14/25,1/14/25,SA,EUR,N3N3 GL Posting 2025-01-14,REF00793397,FIPOST,1/14/25,MIRO,1,2
0000793440,N3IT,2025,1/3/25,1/3/25,SA,EUR,N3N3 GL Posting 2025-01-03,REF00793440,FIPOST,1/3/25,MIRO,1,2
0000793456,N3SN,2025,1/27/25,1/27/25,RV,XOF,N3N3 Revenue Invoice 2025-01-27,REF00793456,SDPOST,1/27/25,VF01,1,4
0000793458,N3IT,2025,1/11/25,1/11/25,SA,EUR,N3N3 GL Posting 2025-01-11,REF00793458,SDPOST,1/11/25,FB01,1,6
0000793501,N3SN,2025,1/26/25,1/26/25,RV,XOF,N3N3 Revenue Invoice 2025-01-26,REF00793501,FIPOST,1/26/25,VF01,1,4
0000793591,N3IT,2025,1/30/25,1/30/25,RV,EUR,N3N3 Revenue Invoice 2025-01-30,REF00793591,SAPUSER,1/30/25,F-02,1,6
0000793604,N3IT,2025,1/4/25,1/4/25,SA,EUR,N3N3 GL Posting 2025-01-04,REF00793604,SAPUSER,1/4/25,MIRO,1,2
0000793659,N3IT,2025,1/20/25,1/20/25,RV,EUR,N3N3 Revenue Invoice 2025-01-20,REF00793659,FIPOST,1/20/25,FB50,1,4
0000793726,N3IT,2025,1/2/25,1/2/25,RV,EUR,N3N3 Revenue Invoice 2025-01-02,REF00793726,SAPUSER,1/2/25,F-02,1,4
0000793727,N3IT,2025,1/13/25,1/13/25,SA,EUR,N3N3 GL Posting 2025-01-13,REF00793727,MMPOST,1/13/25,MIRO,1,3
0000793766,N3IT,2025,1/22/25,1/22/25,RV,EUR,N3N3 Revenue Invoice 2025-01-22,REF00793766,BATCH,1/22/25,VF01,1,4
0000793782,N3IT,2025,1/30/25,1/30/25,RV,EUR,N3N3 Revenue Invoice 2025-01-30,REF00793782,SAPUSER,1/30/25,F-02,1,6
0000793813,N3IT,2025,1/6/25,1/6/25,RV,EUR,N3N3 Revenue Invoice 2025-01-06,REF00793813,FIPOST,1/6/25,F-02,1,4
0000793857,N3IT,2025,1/27/25,1/27/25,RV,EUR,N3N3 Revenue Invoice 2025-01-27,REF00793857,FIPOST,1/27/25,F-02,1,6
0000793894,N3IT,2025,1/24/25,1/24/25,RE,EUR,N3N3 Vendor Invoice 2025-01-24,REF00793894,BATCH,1/24/25,VF01,1,2
0000793908,N3IT,2025,1/27/25,1/27/25,RE,EUR,N3N3 Vendor Invoice 2025-01-27,REF00793908,FIPOST,1/27/25,VF01,1,2
0000793923,N3IT,2025,1/5/25,1/5/25,SA,EUR,N3N3 GL Posting 2025-01-05,REF00793923,SAPUSER,1/5/25,MIRO,1,2
0000793966,N3IT,2025,1/24/25,1/24/25,SA,EUR,N3N3 GL Posting 2025-01-24,REF00793966,MMPOST,1/24/25,VF01,1,2
0000793986,N3IT,2025,1/13/25,1/13/25,RV,EUR,N3N3 Revenue Invoice 2025-01-13,REF00793986,SDPOST,1/13/25,VF01,1,4
0000794026,N3IT,2025,1/10/25,1/10/25,RV,EUR,N3N3 Revenue Invoice 2025-01-10,REF00794026,MMPOST,1/10/25,FB50,1,4
0000794054,N3IT,2025,1/25/25,1/25/25,RV,EUR,N3N3 Revenue Invoice 2025-01-25,REF00794054,BATCH,1/25/25,MIRO,1,6
0000794085,N3IT,2025,1/23/25,1/23/25,RV,EUR,N3N3 Revenue Invoice 2025-01-23,REF00794085,SAPUSER,1/23/25,FB50,1,4
0000794182,N3SN,2025,1/21/25,1/21/25,RE,XOF,N3N3 Vendor Invoice 2025-01-21,REF00794182,SAPUSER,1/21/25,MIRO,1,2
0000794231,N3IT,2025,1/23/25,1/23/25,SA,EUR,N3N3 GL Posting 2025-01-23,REF00794231,SDPOST,1/23/25,MIRO,1,2
0000794314,N3IT,2025,1/27/25,1/27/25,RV,EUR,N3N3 Revenue Invoice 2025-01-27,REF00794314,FIPOST,1/27/25,FB01,1,4
0000794342,N3IT,2025,1/23/25,1/23/25,RE,EUR,N3N3 Vendor Invoice 2025-01-23,REF00794342,SAPUSER,1/23/25,VF01,1,2
0000794446,N3IT,2025,1/30/25,1/30/25,RV,EUR,N3N3 Revenue Invoice 2025-01-30,REF00794446,FIPOST,1/30/25,VF01,1,4
0000794527,N3IT,2025,1/29/25,1/29/25,RV,EUR,N3N3 Revenue Invoice 2025-01-29,REF00794527,BATCH,1/29/25,FB50,1,4
0000794583,N3IT,2025,1/14/25,1/14/25,RE,EUR,N3N3 Vendor Invoice 2025-01-14,REF00794583,BATCH,1/14/25,FB50,1,2
0000794590,N3IT,2025,1/17/25,1/17/25,RE,EUR,N3N3 Vendor Invoice 2025-01-17,REF00794590,BATCH,1/17/25,FB01,1,2
0000794592,N3SN,2025,1/16/25,1/16/25,SA,XOF,N3N3 GL Posting 2025-01-16,REF00794592,FIPOST,1/16/25,FB50,1,2
0000794630,N3IT,2025,1/19/25,1/19/25,RE,EUR,N3N3 Vendor Invoice 2025-01-19,REF00794630,SAPUSER,1/19/25,MIRO,1,2
0000794645,N3IT,2025,1/19/25,1/19/25,SA,EUR,N3N3 GL Posting 2025-01-19,REF00794645,FIPOST,1/19/25,VF01,1,2
0000794708,N3IT,2025,1/21/25,1/21/25,SA,EUR,N3N3 GL Posting 2025-01-21,REF00794708,SDPOST,1/21/25,FB50,1,2
0000794763,N3IT,2025,1/23/25,1/23/25,SA,EUR,N3N3 GL Posting 2025-01-23,REF00794763,SDPOST,1/23/25,FB01,1,5
0000794897,N3IT,2025,1/13/25,1/13/25,RE,EUR,N3N3 Vendor Invoice 2025-01-13,REF00794897,MMPOST,1/13/25,FB50,1,2
0000794906,N3IT,2025,1/12/25,1/12/25,RV,EUR,N3N3 Revenue Invoice 2025-01-12,REF00794906,MMPOST,1/12/25,FB50,1,4
0000794907,N3IT,2025,1/3/25,1/3/25,SA,EUR,N3N3 GL Posting 2025-01-03,REF00794907,SDPOST,1/3/25,MIRO,1,2
0000794914,N3IT,2025,1/23/25,1/23/25,RE,EUR,N3N3 Vendor Invoice 2025-01-23,REF00794914,FIPOST,1/23/25,F-02,1,2
0000794940,N3IT,2025,1/11/25,1/11/25,RE,EUR,N3N3 Vendor Invoice 2025-01-11,REF00794940,SAPUSER,1/11/25,F-02,1,2
0000794967,N3IT,2025,1/5/25,1/5/25,RV,EUR,N3N3 Revenue Invoice 2025-01-05,REF00794967,SAPUSER,1/5/25,FB01,1,4
0000794973,N3SN,2025,1/24/25,1/24/25,RV,XOF,N3N3 Revenue Invoice 2025-01-24,REF00794973,FIPOST,1/24/25,VF01,1,6
0000795005,N3IT,2025,1/7/25,1/7/25,RE,EUR,N3N3 Vendor Invoice 2025-01-07,REF00795005,MMPOST,1/7/25,FB50,1,2
0000795009,N3SN,2025,1/14/25,1/14/25,RE,XOF,N3N3 Vendor Invoice 2025-01-14,REF00795009,BATCH,1/14/25,FB01,1,2
0000795039,N3SN,2025,1/30/25,1/30/25,SA,XOF,N3N3 GL Posting 2025-01-30,REF00795039,FIPOST,1/30/25,FB01,1,2
0000795054,N3SN,2025,1/28/25,1/28/25,RV,XOF,N3N3 Revenue Invoice 2025-01-28,REF00795054,MMPOST,1/28/25,FB01,1,6
0000795171,N3IT,2025,1/2/25,1/2/25,RE,EUR,N3N3 Vendor Invoice 2025-01-02,REF00795171,SDPOST,1/2/25,MIRO,1,2
0000795187,N3IT,2025,1/11/25,1/11/25,SA,EUR,N3N3 GL Posting 2025-01-11,REF00795187,FIPOST,1/11/25,VF01,1,6
0000795238,N3IT,2025,1/29/25,1/29/25,RV,EUR,N3N3 Revenue Invoice 2025-01-29,REF00795238,SAPUSER,1/29/25,FB50,1,4
0000795267,N3IT,2025,1/27/25,1/27/25,RV,EUR,N3N3 Revenue Invoice 2025-01-27,REF00795267,FIPOST,1/27/25,FB01,1,4
0000795282,N3IT,2025,1/11/25,1/11/25,RE,EUR,N3N3 Vendor Invoice 2025-01-11,REF00795282,BATCH,1/11/25,VF01,1,2
0000795546,N3IT,2025,1/3/25,1/3/25,RV,EUR,N3N3 Revenue Invoice 2025-01-03,REF00795546,MMPOST,1/3/25,F-02,1,4
0000795557,N3IT,2025,1/14/25,1/14/25,RV,EUR,N3N3 Revenue Invoice 2025-01-14,REF00795557,MMPOST,1/14/25,F-02,1,6
0000795594,N3IT,2025,1/18/25,1/18/25,SA,EUR,N3N3 GL Posting 2025-01-18,REF00795594,MMPOST,1/18/25,FB50,1,2
0000795614,N3SN,2025,1/24/25,1/24/25,RV,XOF,N3N3 Revenue Invoice 2025-01-24,REF00795614,BATCH,1/24/25,FB50,1,6
0000795620,N3IT,2025,1/8/25,1/8/25,SA,EUR,N3N3 GL Posting 2025-01-08,REF00795620,SAPUSER,1/8/25,FB01,1,2
0000795665,N3IT,2025,1/23/25,1/23/25,SA,EUR,N3N3 GL Posting 2025-01-23,REF00795665,FIPOST,1/23/25,FB01,1,2
0000795785,N3IT,2025,1/29/25,1/29/25,RV,EUR,N3N3 Revenue Invoice 2025-01-29,REF00795785,MMPOST,1/29/25,F-02,1,4
0000795835,N3IT,2025,1/27/25,1/27/25,RV,EUR,N3N3 Revenue Invoice 2025-01-27,REF00795835,SAPUSER,1/27/25,F-02,1,4
